Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DI.46_HotChange","DB703.DBX274.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.47_Val","DB703.DBX276.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.47_Nch","DB703.INT278",Word,1,R/W,100,,,,,,,,,,"",
"DI.47_ImitOn","DB703.DBX280.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.47_ImitOff","DB703.DBX280.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.47_HotChange","DB703.DBX280.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.48_Val","DB703.DBX282.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.48_Nch","DB703.INT284",Word,1,R/W,100,,,,,,,,,,"",
"DI.48_ImitOn","DB703.DBX286.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.48_ImitOff","DB703.DBX286.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.48_HotChange","DB703.DBX286.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.49_Val","DB703.DBX288.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.49_Nch","DB703.INT290",Word,1,R/W,100,,,,,,,,,,"",
"DI.49_ImitOn","DB703.DBX292.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.49_ImitOff","DB703.DBX292.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.49_HotChange","DB703.DBX292.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.50_Val","DB703.DBX294.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.50_Nch","DB703.INT296",Word,1,R/W,100,,,,,,,,,,"",
"DI.50_ImitOn","DB703.DBX298.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.50_ImitOff","DB703.DBX298.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.50_HotChange","DB703.DBX298.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.51_Val","DB703.DBX300.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.51_Nch","DB703.INT302",Word,1,R/W,100,,,,,,,,,,"",
"DI.51_ImitOn","DB703.DBX304.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.51_ImitOff","DB703.DBX304.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.51_HotChange","DB703.DBX304.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.52_Val","DB703.DBX306.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.52_Nch","DB703.INT308",Word,1,R/W,100,,,,,,,,,,"",
"DI.52_ImitOn","DB703.DBX310.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.52_ImitOff","DB703.DBX310.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.52_HotChange","DB703.DBX310.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.53_Val","DB703.DBX312.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.53_Nch","DB703.INT314",Word,1,R/W,100,,,,,,,,,,"",
"DI.53_ImitOn","DB703.DBX316.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.53_ImitOff","DB703.DBX316.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.53_HotChange","DB703.DBX316.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.54_Val","DB703.DBX318.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.54_Nch","DB703.INT320",Word,1,R/W,100,,,,,,,,,,"",
"DI.54_ImitOn","DB703.DBX322.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.54_ImitOff","DB703.DBX322.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.54_HotChange","DB703.DBX322.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.55_Val","DB703.DBX324.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.55_Nch","DB703.INT326",Word,1,R/W,100,,,,,,,,,,"",
"DI.55_ImitOn","DB703.DBX328.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.55_ImitOff","DB703.DBX328.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.55_HotChange","DB703.DBX328.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.56_Val","DB703.DBX330.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.56_Nch","DB703.INT332",Word,1,R/W,100,,,,,,,,,,"",
"DI.56_ImitOn","DB703.DBX334.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.56_ImitOff","DB703.DBX334.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.56_HotChange","DB703.DBX334.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.57_Val","DB703.DBX336.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.57_Nch","DB703.INT338",Word,1,R/W,100,,,,,,,,,,"",
"DI.57_ImitOn","DB703.DBX340.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.57_ImitOff","DB703.DBX340.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.57_HotChange","DB703.DBX340.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.58_Val","DB703.DBX342.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.58_Nch","DB703.INT344",Word,1,R/W,100,,,,,,,,,,"",
"DI.58_ImitOn","DB703.DBX346.0",Boolean,1,R/W,100,,,,,,,,,,"",
